"SETTLEMENT PRICES FOR 12/05/2023
HISTORIC DATA"
""
SETTLEMENT PRICES FOR,"SETTLEMENT PRICES FOR 12/05/2023
HISTORIC DATA"
HISTORIC DATA
MARKET,PRICE,DAILY CHANGE
NWE WHOLESALE,125.86 ppl,-2.06 ppl
UK ROAD,131.62 ppl,-5.78 ppl
UK NON-ROAD,88.85 ppl,-5.78 ppl
UK HEATING,126.27 ppl,-2.18 ppl
"MON-FRI WEEKLY AVERAGE
(Calculated from 08/05/2023 - 12/05/2023)"
""
""
SETTLEMENT PRICES FOR,"MON-FRI WEEKLY AVERAGE
(Calculated from 08/05/2023 - 12/05/2023)"
HISTORIC DATA
MARKET,PRICE,WEEKLY CHANGE
NWE WHOLESALE,127.51 ppl,1.54 ppl
UK ROAD,135.81 ppl,-1.64 ppl
UK NON-ROAD,93.04 ppl,-1.64 ppl
UK HEATING,128.01 ppl,1.39 ppl
Monthly Average Renewable HVO Prices
""
""
SETTLEMENT PRICES FOR,Monthly Average Renewable HVO Prices
HISTORIC DATA
 ,NOV-22,DEC-22,JAN-23,FEB-23,MAR-23,APR-23,GRADE,PRICE,CHANGE
NWE,170.18,10.51,161.40,8.78,165.26,3.86,154.44,14.77,126.74
UK ROAD,165.52,4.15,151.35,14.17,155.81,4.46,149.55,4.52,139.36
UK NON-ROAD,122.75,4.15,108.58,14.17,113.04,4.46,106.78,4.52,96.59
UK HEATING,174.51,7.23,162.96,11.55,166.11,3.15,155.06,14.72,127.68
