ICE Gasoil
Aug-23,875.00
Sep-23,857.50
Oct-23,845.75
Nov-23,829.75
Dec-23,811.00
Jan-24,801.00
Feb-24,792.00
Mar-24,785.75
Apr-24,778.25
May-24,772.75
Jun-24,766.50
Jul-24,761.00
